2022-08-03 12:31:16,737 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-08-03 12:31:16,781 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-08-03 12:31:16,788 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2022-08-03 12:31:16,788 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2022-08-03 12:31:16,790 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-08-03 12:31:16,791 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-08-03 12:31:16,792 INFO  SwAddin.cs: 201 - Setting up command manager
2022-08-03 12:31:16,793 INFO  SwAddin.cs: 204 - Adding command manager
2022-08-03 12:31:16,796 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-08-03 12:31:16,797 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-08-03 12:31:16,798 INFO  SwAddin.cs: 210 - Adding event handlers
2022-08-03 12:31:16,800 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-08-03 12:44:45,372 INFO  SwAddin.cs: 294 - Assembly export called for file 装配体1
2022-08-03 12:44:45,373 INFO  SwAddin.cs: 299 - Save is required
2022-08-03 12:44:45,373 INFO  SwAddin.cs: 313 - Saving assembly
2022-08-03 12:44:45,374 INFO  SwAddin.cs: 316 - Opening property manager
2022-08-03 12:44:45,399 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配体1
2022-08-03 12:44:45,404 INFO  ExportHelperExtension.cs: 1136 - Found 24 in 装配体1
2022-08-03 12:44:45,404 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 装配体1
2022-08-03 12:44:45,405 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-08-03 12:44:45,406 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-08-03 12:44:45,407 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from spoon_new-1
2022-08-03 12:44:45,407 INFO  ExportHelperExtension.cs: 1136 - Found 39 in spoon_new-1
2022-08-03 12:44:45,408 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in spoon_new-1
2022-08-03 12:44:45,408 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 装配体1
2022-08-03 12:44:45,409 INFO  ExportHelperExtension.cs: 1136 - Found 24 in 装配体1
2022-08-03 12:44:45,409 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 装配体1
2022-08-03 12:44:45,409 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-08-03 12:44:45,409 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-08-03 12:44:45,410 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from spoon_new-1
2022-08-03 12:44:45,410 INFO  ExportHelperExtension.cs: 1136 - Found 39 in spoon_new-1
2022-08-03 12:44:45,411 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in spoon_new-1
2022-08-03 12:44:45,552 INFO  SwAddin.cs: 339 - Loading config tree
2022-08-03 12:44:45,556 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-08-03 12:44:45,559 INFO  SwAddin.cs: 344 - Showing property manager
2022-08-03 12:44:50,476 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-08-03 12:44:55,496 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2022-08-03 12:44:55,823 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配体1
2022-08-03 12:44:55,826 INFO  ExportHelperExtension.cs: 1136 - Found 25 in 装配体1
2022-08-03 12:44:55,826 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 装配体1
2022-08-03 12:44:55,826 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-08-03 12:44:55,827 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-08-03 12:44:55,827 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from spoon_new-1
2022-08-03 12:44:55,827 INFO  ExportHelperExtension.cs: 1136 - Found 39 in spoon_new-1
2022-08-03 12:44:55,829 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in spoon_new-1
2022-08-03 12:44:55,829 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 装配体1
2022-08-03 12:44:55,830 INFO  ExportHelperExtension.cs: 1136 - Found 25 in 装配体1
2022-08-03 12:44:55,830 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 装配体1
2022-08-03 12:44:55,830 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-08-03 12:44:55,831 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-08-03 12:44:55,831 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from spoon_new-1
2022-08-03 12:44:55,831 INFO  ExportHelperExtension.cs: 1136 - Found 39 in spoon_new-1
2022-08-03 12:44:55,831 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in spoon_new-1
2022-08-03 12:44:55,883 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-08-03 12:45:01,650 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2022-08-03 12:45:01,653 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
